symbol,marketcap,exchange,exchangeName,marketcapType
SWN,7115451316.0,XNYS,New York Stock Exchange Inc,Mid-Cap
SWSS,74323395.0,XNAS,Nasdaq All Markets,Micro-Cap
SWSSU,74323399.0,XNAS,Nasdaq All Markets,Micro-Cap
SWSSW,74323395.0,XNAS,Nasdaq All Markets,Micro-Cap
SWTX,2923685133.0,XNAS,Nasdaq All Markets,Mid-Cap
SWVL,79495634.0,XNAS,Nasdaq All Markets,Micro-Cap
SWVLW,79495634.0,XNAS,Nasdaq All Markets,Micro-Cap
SWX,4238932612.0,XNYS,New York Stock Exchange Inc,Mid-Cap
SWZ,101067685.0,XNYS,New York Stock Exchange Inc,Micro-Cap
SXC,926343760.0,XNYS,New York Stock Exchange Inc,Small-Cap
SXI,1840065116.0,XNYS,New York Stock Exchange Inc,Small-Cap
SXT,2613132132.0,XNYS,New York Stock Exchange Inc,Mid-Cap
SXTC,27852548.0,XNAS,Nasdaq All Markets,Micro-Cap
SXTP,1696546.0,XNAS,Nasdaq All Markets,Micro-Cap
SXTPW,1713976.0,XNAS,Nasdaq All Markets,Micro-Cap
SY,84108339.0,XNAS,Nasdaq All Markets,Micro-Cap
SYBT,1337020875.0,XNAS,Nasdaq All Markets,Small-Cap
SYBX,14611071.0,XNAS,Nasdaq All Markets,Micro-Cap
SYF,15748915833.0,XNYS,New York Stock Exchange Inc,Large-Cap
SYF-A,15800976699.0,XNYS,New York Stock Exchange Inc,Large-Cap
SYK,129585453660.0,XNYS,New York Stock Exchange Inc,Large-Cap
SYM,3941811091.0,XNAS,Nasdaq All Markets,Mid-Cap
SYNA,4284879780.0,XNAS,Nasdaq All Markets,Mid-Cap
SYPR,43112926.0,XNAS,Nasdaq All Markets,Micro-Cap
SYRA,41486481.0,XNAS,Nasdaq All Markets,Micro-Cap
SYRE,91262815.0,XNAS,Nasdaq All Markets,Micro-Cap
SYRS,43032613.0,XNAS,Nasdaq All Markets,Micro-Cap
SYT,97012234.0,XNAS,Nasdaq All Markets,Micro-Cap
SYTA,1717051.0,XNAS,Nasdaq All Markets,Micro-Cap
SYTAW,1722626.0,XNAS,Nasdaq All Markets,Micro-Cap
SYY,39991653501.0,XNYS,New York Stock Exchange Inc,Large-Cap
SZZL,101520621.0,XNAS,Nasdaq All Markets,Micro-Cap
SZZLU,101520626.0,XNAS,Nasdaq All Markets,Micro-Cap
T,119748350000.0,XNYS,New York Stock Exchange Inc,Large-Cap
T-A,120697669606.0,XNYS,New York Stock Exchange Inc,Large-Cap
T-C,119942359071.0,XNYS,New York Stock Exchange Inc,Large-Cap
TAC,2125966948.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TACT,74287560.0,XNAS,Nasdaq All Markets,Micro-Cap
TAIT,17195517.0,XNAS,Nasdaq All Markets,Micro-Cap
TAK,45335554436.0,XNYS,New York Stock Exchange Inc,Large-Cap
TAL,9113173836.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TALK,380976643.0,XNAS,Nasdaq All Markets,Small-Cap
TALKW,396015195.0,XNAS,Nasdaq All Markets,Small-Cap
TALO,1546041298.0,XNYS,New York Stock Exchange Inc,Small-Cap
TANH,1663651.0,XNAS,Nasdaq All Markets,Micro-Cap
TAOP,2425341.0,XNAS,Nasdaq All Markets,Micro-Cap
TAP,12421281800.0,XNYS,New York Stock Exchange Inc,Large-Cap
TAP.A,12640055918.0,XNYS,New York Stock Exchange Inc,Large-Cap
TARA,33299166.0,XNAS,Nasdaq All Markets,Micro-Cap
TARK,71501395.0,XNAS,Nasdaq All Markets,Micro-Cap
TARO,1592836662.0,XNYS,New York Stock Exchange Inc,Small-Cap
TARS,990986560.0,XNAS,Nasdaq All Markets,Small-Cap
TASK,239929994.0,XNAS,Nasdaq All Markets,Micro-Cap
TAST,513899402.0,XNAS,Nasdaq All Markets,Small-Cap
TATT,113087519.0,XNAS,Nasdaq All Markets,Micro-Cap
TAYD,127649916.0,XNAS,Nasdaq All Markets,Micro-Cap
TBB,120716727760.0,XNYS,New York Stock Exchange Inc,Large-Cap
TBBB,0.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TBBK,2317927709.0,XNAS,Nasdaq All Markets,Mid-Cap
TBC,120809371402.0,XNYS,New York Stock Exchange Inc,Large-Cap
TBI,406685083.0,XNYS,New York Stock Exchange Inc,Small-Cap
TBIL,2853499500.0,XNAS,Nasdaq All Markets,Mid-Cap
TBIO,9627769.0,XNAS,Nasdaq All Markets,Micro-Cap
TBLA,1419270620.0,XNAS,Nasdaq All Markets,Small-Cap
TBLD,505931295.0,XNAS,Nasdaq All Markets,Small-Cap
TBLT,3616633.0,XNAS,Nasdaq All Markets,Micro-Cap
TBMC,94704740.0,XNAS,Nasdaq All Markets,Micro-Cap
TBMCR,94704740.0,XNAS,Nasdaq All Markets,Micro-Cap
TBNK,81734436.0,XNAS,Nasdaq All Markets,Micro-Cap
TBPH,416808138.0,XNAS,Nasdaq All Markets,Small-Cap
TC,39115315.0,XNAS,Nasdaq All Markets,Micro-Cap
TCBC,63925280.0,XNAS,Nasdaq All Markets,Micro-Cap
TCBI,2737165536.0,XNAS,Nasdaq All Markets,Mid-Cap
TCBIO,2860097885.0,XNAS,Nasdaq All Markets,Mid-Cap
TCBK,1154902161.0,XNAS,Nasdaq All Markets,Small-Cap
TCBP,723859.0,XNAS,Nasdaq All Markets,Micro-Cap
TCBPW,737389.0,XNAS,Nasdaq All Markets,Micro-Cap
TCBS,46207886.0,XNAS,Nasdaq All Markets,Micro-Cap
TCBX,263518603.0,XNAS,Nasdaq All Markets,Micro-Cap
TCHI,6106400.0,XNAS,Nasdaq All Markets,Micro-Cap
TCI,339525119.0,XNYS,New York Stock Exchange Inc,Small-Cap
TCJH,18277255.0,XNAS,Nasdaq All Markets,Micro-Cap
TCMD,358690208.0,XNAS,Nasdaq All Markets,Small-Cap
TCN,3015442661.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TCOA,68322101.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TCOA=,68322102.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TCOM,26054636335.0,XNAS,Nasdaq All Markets,Large-Cap
TCON,6213295.0,XNAS,Nasdaq All Markets,Micro-Cap
TCPC,642371976.0,XNAS,Nasdaq All Markets,Small-Cap
TCRT,512535627.0,XNAS,Nasdaq All Markets,Small-Cap
TCRX,256933743.0,XNAS,Nasdaq All Markets,Micro-Cap
TCS,63998595.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TCTM,9320411.0,XNAS,Nasdaq All Markets,Micro-Cap
TCX,236261978.0,XNAS,Nasdaq All Markets,Micro-Cap
TD,103566471681.0,XNYS,New York Stock Exchange Inc,Large-Cap
TDC,3652830000.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TDCX,134079572.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TDF,257587570.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TDG,62177530894.0,XNYS,New York Stock Exchange Inc,Large-Cap
TDI,52663440.0,XNAS,Nasdaq All Markets,Micro-Cap
TDIV,2335188450.0,XNAS,Nasdaq All Markets,Mid-Cap
TDOC,3291279223.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TDS,1991740000.0,XNYS,New York Stock Exchange Inc,Small-Cap
TDS-U,1996619149.0,XNYS,New York Stock Exchange Inc,Small-Cap
TDS-V,1999245114.0,XNYS,New York Stock Exchange Inc,Small-Cap
TDSB,129660000.0,XNAS,Nasdaq All Markets,Micro-Cap
TDSC,274755794.0,XNAS,Nasdaq All Markets,Micro-Cap
TDUP,161538190.0,XNAS,Nasdaq All Markets,Micro-Cap
TDW,3611211209.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TDY,19916660604.0,XNYS,New York Stock Exchange Inc,Large-Cap
TEAF,152071984.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TEAM,54614038288.0,XNAS,Nasdaq All Markets,Large-Cap
TECH,10662311994.0,XNAS,Nasdaq All Markets,Large-Cap
TECK,18796545292.0,XNYS,New York Stock Exchange Inc,Large-Cap
TECTP,70776911.0,XNAS,Nasdaq All Markets,Micro-Cap
TEF,22139263858.0,XNYS,New York Stock Exchange Inc,Large-Cap
TEI,251453572.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TEL,43822800000.0,XNYS,New York Stock Exchange Inc,Large-Cap
TELA,177788710.0,XNAS,Nasdaq All Markets,Micro-Cap
TELO,185061338.0,XNAS,Nasdaq All Markets,Micro-Cap
TENB,5785940386.0,XNAS,Nasdaq All Markets,Mid-Cap
TENK,98082770.0,XNAS,Nasdaq All Markets,Micro-Cap
TENKR,98082770.0,XNAS,Nasdaq All Markets,Micro-Cap
TENKU,98082776.0,XNAS,Nasdaq All Markets,Micro-Cap
TENX,112153440.0,XNAS,Nasdaq All Markets,Micro-Cap
TEO,916336651.0,XNYS,New York Stock Exchange Inc,Small-Cap
TER,15235894032.0,XNAS,Nasdaq All Markets,Large-Cap
TERN,421438640.0,XNAS,Nasdaq All Markets,Small-Cap
TETE,34321455.0,XNAS,Nasdaq All Markets,Micro-Cap
TETEU,34321455.0,XNAS,Nasdaq All Markets,Micro-Cap
TEVA,14464858283.0,XNYS,New York Stock Exchange Inc,Large-Cap
TEX,3737930000.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TFC,46058227039.0,XNYS,New York Stock Exchange Inc,Large-Cap
TFC-I,47827571215.0,XNYS,New York Stock Exchange Inc,Large-Cap
TFC-O,47594942250.0,XNYS,New York Stock Exchange Inc,Large-Cap
TFC-R,47440808758.0,XNYS,New York Stock Exchange Inc,Large-Cap
TFFP,17243350.0,XNAS,Nasdaq All Markets,Micro-Cap
TFII,11988204702.0,XNYS,New York Stock Exchange Inc,Large-Cap
TFIN,1806970939.0,XNAS,Nasdaq All Markets,Small-Cap
TFINP,1887327333.0,XNAS,Nasdaq All Markets,Small-Cap
TFPM,7286495227.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TFSA,0.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TFSL,3638012668.0,XNAS,Nasdaq All Markets,Mid-Cap
TFX,11774910000.0,XNYS,New York Stock Exchange Inc,Large-Cap
TG,155527044.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TGAA,109435510.0,XNAS,Nasdaq All Markets,Micro-Cap
TGAAU,109435514.0,XNAS,Nasdaq All Markets,Micro-Cap
TGAN,304223600.0,XNAS,Nasdaq All Markets,Small-Cap
TGH,2109476119.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TGH-A,2102115687.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TGH-B,2100648412.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TGI,1124934993.0,XNYS,New York Stock Exchange Inc,Small-Cap
TGL,6280005.0,XNAS,Nasdaq All Markets,Micro-Cap
TGLS,2280761140.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TGNA,2852095728.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TGS,1058903317.0,XNYS,New York Stock Exchange Inc,Small-Cap
TGT,67434939126.0,XNYS,New York Stock Exchange Inc,Large-Cap
TGTX,2124283324.0,XNAS,Nasdaq All Markets,Mid-Cap
TGVC,10299103.0,XNAS,Nasdaq All Markets,Micro-Cap
TGVCU,10299099.0,XNAS,Nasdaq All Markets,Micro-Cap
TH,948500965.0,XNAS,Nasdaq All Markets,Small-Cap
THAR,4508036.0,XNAS,Nasdaq All Markets,Micro-Cap
THC,9053360800.0,XNYS,New York Stock Exchange Inc,Mid-Cap
THCH,192861620.0,XNAS,Nasdaq All Markets,Micro-Cap
THCP,103252563.0,XNAS,Nasdaq All Markets,Micro-Cap
THCPU,103252566.0,XNAS,Nasdaq All Markets,Micro-Cap
THCPW,103252563.0,XNAS,Nasdaq All Markets,Micro-Cap
THFF,434799991.0,XNAS,Nasdaq All Markets,Small-Cap
THG,4766059313.0,XNYS,New York Stock Exchange Inc,Mid-Cap
THLV,48069720.0,XNYS,New York Stock Exchange Inc,Micro-Cap
THMO,2612708.0,XNAS,Nasdaq All Markets,Micro-Cap
THO,6200171010.0,XNYS,New York Stock Exchange Inc,Mid-Cap
THQ,801480404.0,XNYS,New York Stock Exchange Inc,Small-Cap
THR,919569424.0,XNYS,New York Stock Exchange Inc,Small-Cap
THRD,371537475.0,XNAS,Nasdaq All Markets,Small-Cap
THRM,1603410960.0,XNAS,Nasdaq All Markets,Small-Cap
THRX,180016649.0,XNAS,Nasdaq All Markets,Micro-Cap
THRY,717717997.0,XNAS,Nasdaq All Markets,Small-Cap
THS,2359098000.0,XNYS,New York Stock Exchange Inc,Mid-Cap
THTX,77121848.0,XNAS,Nasdaq All Markets,Micro-Cap
THW,477260092.0,XNYS,New York Stock Exchange Inc,Small-Cap
THWWW,960700334.0,XNAS,Nasdaq All Markets,Small-Cap
TIGO,2728586916.0,XNAS,Nasdaq All Markets,Mid-Cap
TIGR,592436691.0,XNAS,Nasdaq All Markets,Small-Cap
TIL,1502413570.0,XNAS,Nasdaq All Markets,Small-Cap
TILE,755390675.0,XNAS,Nasdaq All Markets,Small-Cap
TIMB,8903718583.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TIO,166947554.0,XNAS,Nasdaq All Markets,Micro-Cap
TIPT,605268679.0,XNAS,Nasdaq All Markets,Small-Cap
TIRX,1721987.0,XNAS,Nasdaq All Markets,Micro-Cap
TISI,28731111.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TITN,610078633.0,XNAS,Nasdaq All Markets,Small-Cap
TIVC,1832615.0,XNAS,Nasdaq All Markets,Micro-Cap
TIXT,1070439726.0,XNYS,New York Stock Exchange Inc,Small-Cap
TJX,111523074830.0,XNYS,New York Stock Exchange Inc,Large-Cap
TK,741237023.0,XNYS,New York Stock Exchange Inc,Small-Cap
TKC,4769600000.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TKLF,8787013.0,XNAS,Nasdaq All Markets,Micro-Cap
TKNO,140510841.0,XNAS,Nasdaq All Markets,Micro-Cap
TKO,7282605258.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TKR,5679387217.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TLF,36620708.0,XNAS,Nasdaq All Markets,Micro-Cap
TLGY,81963638.0,XNAS,Nasdaq All Markets,Micro-Cap
TLGYU,81963635.0,XNAS,Nasdaq All Markets,Micro-Cap
TLIS,14241221.0,XNAS,Nasdaq All Markets,Micro-Cap
TLK,25092459465.0,XNYS,New York Stock Exchange Inc,Large-Cap
TLPH,17799882.0,XNAS,Nasdaq All Markets,Micro-Cap
TLRY,1340618892.0,XNAS,Nasdaq All Markets,Small-Cap
TLS,284062693.0,XNAS,Nasdaq All Markets,Micro-Cap
TLSA,53846531.0,XNAS,Nasdaq All Markets,Micro-Cap
TLSI,254219138.0,XNAS,Nasdaq All Markets,Micro-Cap
TLT,48973283000.0,XNAS,Nasdaq All Markets,Large-Cap
TLYS,168080365.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TM,378687173934.0,XNYS,New York Stock Exchange Inc,Mega-Cap
TMC,373767720.0,XNAS,Nasdaq All Markets,Small-Cap
TMCI,938089846.0,XNAS,Nasdaq All Markets,Small-Cap
TMDX,2843288019.0,XNAS,Nasdaq All Markets,Mid-Cap
TME,8323230620.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TMET,12109150.0,XNAS,Nasdaq All Markets,Micro-Cap
TMHC,5768911952.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TMO,209361637719.0,XNYS,New York Stock Exchange Inc,Mega-Cap
TMST,884026406.0,XNYS,New York Stock Exchange Inc,Small-Cap
TMTC,86284000.0,XNAS,Nasdaq All Markets,Micro-Cap
TMTCR,86284000.0,XNAS,Nasdaq All Markets,Micro-Cap
TMTCU,86284000.0,XNAS,Nasdaq All Markets,Micro-Cap
TMUS,190314215651.0,XNAS,Nasdaq All Markets,Large-Cap
TNC,1819359832.0,XNYS,New York Stock Exchange Inc,Small-Cap
TNDM,1549382543.0,XNAS,Nasdaq All Markets,Small-Cap
TNET,5675363219.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TNGX,1218776867.0,XNAS,Nasdaq All Markets,Small-Cap
TNK,1707552000.0,XNYS,New York Stock Exchange Inc,Small-Cap
TNL,2933737157.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TNON,2816992.0,XNAS,Nasdaq All Markets,Micro-Cap
TNONW,2833054.0,XNAS,Nasdaq All Markets,Micro-Cap
TNP,717723793.0,XNYS,New York Stock Exchange Inc,Small-Cap
TNP-E,727693498.0,XNYS,New York Stock Exchange Inc,Small-Cap
TNP-F,725509667.0,XNYS,New York Stock Exchange Inc,Small-Cap
TNXP,21118838.0,XNAS,Nasdaq All Markets,Micro-Cap
TNYA,360307291.0,XNAS,Nasdaq All Markets,Small-Cap
TOI,144540000.0,XNAS,Nasdaq All Markets,Micro-Cap
TOIIW,145270000.0,XNAS,Nasdaq All Markets,Micro-Cap
TOL,10493544590.0,XNYS,New York Stock Exchange Inc,Large-Cap
TOMZ,15959088.0,XNAS,Nasdaq All Markets,Micro-Cap
TOP,85233577.0,XNAS,Nasdaq All Markets,Micro-Cap
TOPS,47714435.0,XNAS,Nasdaq All Markets,Micro-Cap
TORO,114822034.0,XNAS,Nasdaq All Markets,Micro-Cap
TOST,10535899831.0,XNYS,New York Stock Exchange Inc,Large-Cap
TOUR,7478111.0,XNAS,Nasdaq All Markets,Micro-Cap
TOWN,1401008662.0,XNAS,Nasdaq All Markets,Small-Cap
TPB,395749767.0,XNYS,New York Stock Exchange Inc,Small-Cap
TPC,454153535.0,XNYS,New York Stock Exchange Inc,Small-Cap
TPCS,31369507.0,XNAS,Nasdaq All Markets,Micro-Cap
TPG,3241447856.0,XNAS,Nasdaq All Markets,Mid-Cap
TPH,3355092998.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TPIC,128352252.0,XNAS,Nasdaq All Markets,Micro-Cap
TPL,11101311372.0,XNYS,New York Stock Exchange Inc,Large-Cap
TPR,9719390776.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TPST,78722255.0,XNAS,Nasdaq All Markets,Micro-Cap
TPTA,0.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TPVG,390449027.0,XNYS,New York Stock Exchange Inc,Small-Cap
TPX,8670567180.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TPZ,88135488.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TQQQ,21188514750.0,XNAS,Nasdaq All Markets,Large-Cap
TR,1341350693.0,XNYS,New York Stock Exchange Inc,Small-Cap
TRAK,216627386.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TRC,430420507.0,XNYS,New York Stock Exchange Inc,Small-Cap
TRDA,486506577.0,XNAS,Nasdaq All Markets,Small-Cap
TREE,446060574.0,XNAS,Nasdaq All Markets,Small-Cap
TRES,2959500.0,XNAS,Nasdaq All Markets,Micro-Cap
TREX,9747521399.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TRGP,19733340600.0,XNYS,New York Stock Exchange Inc,Large-Cap
TRI,69373522535.0,XNYS,New York Stock Exchange Inc,Large-Cap
TRIB,6228781.0,XNAS,Nasdaq All Markets,Micro-Cap
TRIN,610761858.0,XNAS,Nasdaq All Markets,Small-Cap
TRINL,618178252.0,XNAS,Nasdaq All Markets,Small-Cap
TRIP,3222063993.0,XNAS,Nasdaq All Markets,Mid-Cap
TRIS,115317678.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TRIS=,115317673.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TRMB,13933471316.0,XNAS,Nasdaq All Markets,Large-Cap
TRMD,860971968.0,XNAS,Nasdaq All Markets,Small-Cap
TRMK,1619587989.0,XNAS,Nasdaq All Markets,Small-Cap
TRML,1012218491.0,XNAS,Nasdaq All Markets,Small-Cap
TRN,2119652954.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TRNO,5461016928.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TRNR,9604147.0,XNAS,Nasdaq All Markets,Micro-Cap
TRNS,958578318.0,XNAS,Nasdaq All Markets,Small-Cap
TRON,72031383.0,XNAS,Nasdaq All Markets,Micro-Cap
TRONU,72031383.0,XNAS,Nasdaq All Markets,Micro-Cap
TRONW,73960795.0,XNAS,Nasdaq All Markets,Micro-Cap
TROO,185924336.0,XNAS,Nasdaq All Markets,Micro-Cap
TROW,23482581886.0,XNAS,Nasdaq All Markets,Large-Cap
TROX,2067325660.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TRP,39030292127.0,XNYS,New York Stock Exchange Inc,Large-Cap
TRS,1017552299.0,XNAS,Nasdaq All Markets,Small-Cap
TRST,523171908.0,XNAS,Nasdaq All Markets,Small-Cap
TRTL,185250252.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TRTL=,185250257.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TRTN-A,77250000.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TRTN-B,127000000.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TRTN-C,0.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TRTN-D,0.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TRTN-E,0.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TRTX,408884974.0,XNYS,New York Stock Exchange Inc,Small-Cap
TRTX-C,404410489.0,XNYS,New York Stock Exchange Inc,Small-Cap
TRU,14498445000.0,XNYS,New York Stock Exchange Inc,Large-Cap
TRUE,343149216.0,XNAS,Nasdaq All Markets,Small-Cap
TRUG,8018654.0,XNAS,Nasdaq All Markets,Micro-Cap
TRUP,1292678213.0,XNAS,Nasdaq All Markets,Small-Cap
TRV,48630810042.0,XNYS,New York Stock Exchange Inc,Large-Cap
TRVG,51526781.0,XNAS,Nasdaq All Markets,Micro-Cap
TRVI,116220872.0,XNAS,Nasdaq All Markets,Micro-Cap
TRVN,10027680.0,XNAS,Nasdaq All Markets,Micro-Cap
TS,18752827545.0,XNYS,New York Stock Exchange Inc,Large-Cap
TSAT,134773268.0,XNAS,Nasdaq All Markets,Micro-Cap
TSBK,217850931.0,XNAS,Nasdaq All Markets,Micro-Cap
TSBX,49881042.0,XNAS,Nasdaq All Markets,Micro-Cap
TSCO,25296561452.0,XNAS,Nasdaq All Markets,Large-Cap
TSDD,1426224.0,XNAS,Nasdaq All Markets,Micro-Cap
TSE,159786412.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TSEM,3177345697.0,XNAS,Nasdaq All Markets,Mid-Cap
TSHA,294462304.0,XNAS,Nasdaq All Markets,Micro-Cap
TSI,223253576.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TSL,4295208.0,XNAS,Nasdaq All Markets,Micro-Cap
TSLA,575587112566.0,XNAS,Nasdaq All Markets,Mega-Cap
TSLL,791413509.0,XNAS,Nasdaq All Markets,Small-Cap
TSLQ,100148700.0,XNAS,Nasdaq All Markets,Micro-Cap
TSLR,5692014.0,XNAS,Nasdaq All Markets,Micro-Cap
TSLS,69776025.0,XNAS,Nasdaq All Markets,Micro-Cap
TSLT,202225200.0,XNAS,Nasdaq All Markets,Micro-Cap
TSLX,1881374242.0,XNYS,New York Stock Exchange Inc,Small-Cap
TSLZ,14466600.0,XNAS,Nasdaq All Markets,Micro-Cap
TSM,664042542097.0,XNYS,New York Stock Exchange Inc,Mega-Cap
TSN,18524541300.0,XNYS,New York Stock Exchange Inc,Large-Cap
TSQ,150487733.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TSRI,18650294.0,XNAS,Nasdaq All Markets,Micro-Cap
TSVT,290838361.0,XNAS,Nasdaq All Markets,Micro-Cap
TT,61146008479.0,XNYS,New York Stock Exchange Inc,Large-Cap
TTC,10022198496.0,XNYS,New York Stock Exchange Inc,Large-Cap
TTD,32610530832.0,XNAS,Nasdaq All Markets,Large-Cap
TTE,155505814543.0,XNYS,New York Stock Exchange Inc,Large-Cap
TTEC,840834098.0,XNAS,Nasdaq All Markets,Small-Cap
TTEK,9525460000.0,XNAS,Nasdaq All Markets,Mid-Cap
TTGT,958108637.0,XNAS,Nasdaq All Markets,Small-Cap
TTI,509259962.0,XNYS,New York Stock Exchange Inc,Small-Cap
TTMI,1553095808.0,XNAS,Nasdaq All Markets,Small-Cap
TTNP,106368043.0,XNAS,Nasdaq All Markets,Micro-Cap
TTOO,1933096158.0,XNAS,Nasdaq All Markets,Small-Cap
TTP,61013263.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TTSH,284552374.0,XNAS,Nasdaq All Markets,Micro-Cap
TTWO,26077544650.0,XNAS,Nasdaq All Markets,Large-Cap
TU,25047768756.0,XNYS,New York Stock Exchange Inc,Large-Cap
TUG,181798250.0,XNAS,Nasdaq All Markets,Micro-Cap
TUGN,42914875.0,XNAS,Nasdaq All Markets,Micro-Cap
TUP,65702434.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TUR,206265750.0,XNAS,Nasdaq All Markets,Micro-Cap
TURB,13551082.0,XNAS,Nasdaq All Markets,Micro-Cap
TURN,42013971.0,XNAS,Nasdaq All Markets,Micro-Cap
TUSK,176904696.0,XNAS,Nasdaq All Markets,Micro-Cap
TUYA,832239043.0,XNYS,New York Stock Exchange Inc,Small-Cap
TV,1472255075.0,XNYS,New York Stock Exchange Inc,Small-Cap
TVC,0.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TVE,0.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TVTX,614692898.0,XNAS,Nasdaq All Markets,Small-Cap
TW,11734771532.0,XNAS,Nasdaq All Markets,Large-Cap
TWEB,2516200.0,XNAS,Nasdaq All Markets,Micro-Cap
TWI,862124608.0,XNYS,New York Stock Exchange Inc,Small-Cap
TWIN,211683858.0,XNAS,Nasdaq All Markets,Micro-Cap
TWKS,1329426550.0,XNAS,Nasdaq All Markets,Small-Cap
TWLO,12633170910.0,XNYS,New York Stock Exchange Inc,Large-Cap
TWLV,137264519.0,XNAS,Nasdaq All Markets,Micro-Cap
TWLVU,139084318.0,XNAS,Nasdaq All Markets,Micro-Cap
TWLVW,139084314.0,XNAS,Nasdaq All Markets,Micro-Cap
TWN,282496731.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TWO,1286984519.0,XNYS,New York Stock Exchange Inc,Small-Cap
TWO-A,1310862827.0,XNYS,New York Stock Exchange Inc,Small-Cap
TWO-B,1307034162.0,XNYS,New York Stock Exchange Inc,Small-Cap
TWO-C,1301568290.0,XNYS,New York Stock Exchange Inc,Small-Cap
TWOA,53400139.0,XNYS,New York Stock Exchange Inc,Micro-Cap
TWOU,40616029.0,XNAS,Nasdaq All Markets,Micro-Cap
TWST,2130015930.0,XNAS,Nasdaq All Markets,Mid-Cap
TX,7253568702.0,XNYS,New York Stock Exchange Inc,Mid-Cap
TXG,4894091578.0,XNAS,Nasdaq All Markets,Mid-Cap
TXMD,23805000.0,XNAS,Nasdaq All Markets,Micro-Cap
TXN,143612895074.0,XNAS,Nasdaq All Markets,Large-Cap
TXO,537510000.0,XNYS,New York Stock Exchange Inc,Small-Cap
TXRH,8880819564.0,XNAS,Nasdaq All Markets,Mid-Cap
TXSS,11024730.0,XNAS,Nasdaq All Markets,Micro-Cap
TXT,16923111157.0,XNYS,New York Stock Exchange Inc,Large-Cap
TY,1573918207.0,XNYS,New York Stock Exchange Inc,Small-Cap
TY-,1589675670.0,XNYS,New York Stock Exchange Inc,Small-Cap
TYG,328500417.0,XNYS,New York Stock Exchange Inc,Small-Cap
TYGO,82817742.0,XNAS,Nasdaq All Markets,Micro-Cap
TYL,18330550159.0,XNYS,New York Stock Exchange Inc,Large-Cap
TYRA,809935031.0,XNAS,Nasdaq All Markets,Small-Cap
